Phrase	Grammar	Transcription	Translation	Notes
غَنِيٌّ		ġanī	bogaty	
فَقِيرٌ		faqīr	biedny	
طَوِِيلٌ		ṭawīl	wysoki	
قَصِيرٌ		qaṣīr	niski	
بَارِدٌ		bārid	zimny	
حَارٌّ		ḥārr	gorący	
جَالِسٌ		jālis	siedzący	
وَاقِفٌ		wāqif	stojący	
جَدِيدٌ		jadīd	nowy	
قَدِيمٌ		qadīm	stary	
قَرِيبٌ		qarīb	bliski	
بَعِيدٌ		baʿīd	daleki	
نَظِيفٌ		naẓīf	czysty	
وَسِخٌ		wasiḫ	brudny	
صَغِيرٌ		ṣaġīr	mały	
كَبِيرٌ		kabīr	duży	
خَفِيفٌ		ḫafīf	lekki	
ثَقِيلٌ		ṯaqīl	ciężki	
الوَرَقُ		al-waraq	papier	
المَاءُ		al-māʾ	woda	
التُّفَّاحُ		at-tuffāḥ	jabłko	
جَمِيلٌ		jamīl	piękny	
الدُّكَّانُ		ad-dukkān	sklep	
حُلْوٌ		ḥulw	słodki	
مَرِيضٌ		marīḍ	chory	
