Phrase	Grammar	Transcription	Translation	Notes
hacer ejercicio			uprawiać sport	
la foto			fotografia; zdjęcie	
hacer fotos			fotografować; robić zdjęcia	
cenar			jeść kolację	
invitar a cenar			zaprosić na kolację	
la compra			zakupy	
ir de compras			iść na zakupy	
la excursión			wycieczka	
ir de excursión			iść na wycieczkę	
pues			więc; zatem	
quiero			chcę	
querer			chcieć	
el curso			kurs	
especial			specjalny	
la guitarra flamenca			gitara flamenco	
la cocina			kuchnia	
la literatura			literatura	
la pronunciación			wymowa	
la gramática			gramatyka	
el intercambio			wymiana	
la clase particular			lekcja indywidualna	
aprender			uczyć się	
practicar			ćwiczyć	
conmigo			ze mną	
nativo			mówiący w języku ojczystym	
el año			rok	
la experiencia			doświadczenie	
el precio			cena	
económico			niedrogi; tani	
la actividad			aktywność	
cultural			kulturalny	
el taller			warsztat	
el debate			debata; dyskusja	
el mes			miesiąc	
el Gran Hermano			Wielki Brat	
la telenovela			serial telewizyjny	
el impacto			wpływ; impakt	
el país			kraj	
la semana			tydzień	
la película			film	
el club			klub	
social			społeczny	
viva			niech żyje	
el partido			partia; mecz	
la liga			liga	
la pantalla			afisz; plakat	
gigante			olbrzymi	
el jueves			czwartek	
me interesan			interesują mnie	
interesar			interesować	
viajar por Sudamérica			podróżować po Ameryce Południowej	
el trabajo			praca	
por mi trabajo			z powodu mojej pracy	
porque			ponieważ	
el novio			narzeczony	
la novia			narzeczona	
chatear			gawędzić	
mejorar			ulepszać	
el currículum			życiorys	
aprobar el curso			akceptować kurs	
aquí			tutaj	
el idioma			język obcy	
el hijo			syn	
la hija			córka	
tener hijos			mieć dzieci	
la pareja			partner; partnerka	
estable			stały; stabilny	
ser millonario			być milionerem	
grande			duży	
famoso			sławny	
la luna			księżyc	
el compañero			kolega	
la compañera			koleżanka	
querer			kochać; lubić	
el fin de semana			koniec tygodnia	
el deporte			sport	
hacer deporte			uprawiać sport	
bueno			dobry	
hablar			mówić	
visitar			odwiedzać	
entrar			wchodzić	
comprar			kupować	
comer			jeść	
descubrir			odkrywać	
conocer			poznawać	
la lengua			język	
la fotografía			zdjęcie; fotografia	
el lugar			miejsce	
nuevo			nowy	
la playa			plaża	
el hermano			brat	
la hermana			siostra	
el pueblo			wieś	
la discoteca			dyskoteka	
la historia			historia	
la mano			ręka	
la moto			motocykl	
el ave			ptak	
el arte			sztuka	
la cultura			kultura	
la vida nocturna			życie nocne	
la política			polityka	
la artesanía			rzemiosło artystyczne	
la naturaleza			przyroda; natura	
el toro			byk	
la economía			gospodarka; ekonomia	
Patagonia			Patagonia	
la familia			rodzina	
el inglés			język angielski	
bastante bien			dość dobrze	
el francés			język francuski	
entiendo			rozumiem	
entender			rozumieć	
el portugués			język portugalski	
regular			niezbyt dobrze	
un poco			trochę	
el italiano			język włoski	
pero			ale	
muy mal			bardzo źle	
saber			znać; umieć	
el alemán			język niemiecki	
la lengua materna			język ojczysty	
el periódico			gazeta	
la revista			czasopismo	
escuchar			słuchać	
la canción			piosenka	
el ejercicio			ćwiczenie	
la poesía			wiersz; poezja	
mucho			dużo	
la clase			lekcja	
la grabación			nagranie	
la postal			pocztówka	
el juego			gra; zabawa	
preparar			przygotowywać	
el plato típico			typowa potrawa	
traducir			tłumaczyć	
buscar			szukać	
la información			informacja; wiadomość	
internet			internet	
te quiero			kocham cię	
el aire			powietrze	
besar			całować	
el cuerpo			ciało	
sentir			czuć	
la rosa			róża	
mirar			patrzeć	
la luz			światło	
seguir			iść za	
la idea			idea	
soñar			śnić	
la vida			życie	
San Valentín			Święty Walenty	
el japonés			język japoński	
el holandés			język holenderski	
el ruso			język rosyjski	
el griego			język grecki	
el hawaiano			język hawajski	
